model_0.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.5,0.5,68.31,64.44,3408,2533,4590,1581,76.47,84,117,22,113,36,79.86
model_0.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.5,0.55,68.31,64.44,3408,2533,4590,1581,80.39,75,123,34,101,30,77.78
model_0.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.5,0.6,68.31,64.44,3408,2533,4590,1581,83.01,61,127,52,83,26,72.92
model_0.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.6,0.5,71.5,60.7,3567,2799,4324,1422,77.78,76,119,32,103,34,77.08
model_0.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.6,0.55,71.5,60.7,3567,2799,4324,1422,81.7,65,125,47,88,28,73.96
model_0.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.6,0.6,71.5,60.7,3567,2799,4324,1422,86.93,54,133,62,73,20,71.53
model_0.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.7,0.5,75.13,56.48,3748,3100,4023,1241,83.01,63,127,50,85,26,73.61
model_0.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.7,0.55,75.13,56.48,3748,3100,4023,1241,86.93,50,133,67,68,20,69.79
model_0.pkl,0.7,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_0.pkl,0.7,0.6,75.13,56.48,3748,3100,4023,1241,91.5,39,140,83,52,13,66.67
model_1.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.5,65.99,65.84,3292,2433,4690,1697,75.82,85,116,20,115,37,80.21
model_1.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.55,65.99,65.84,3292,2433,4690,1697,80.39,79,123,29,106,30,79.51
model_1.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.6,65.99,65.84,3292,2433,4690,1697,81.7,64,125,48,87,28,73.61
model_1.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.5,68.17,63.5,3401,2600,4523,1588,79.08,81,121,26,109,32,79.86
model_1.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.55,68.17,63.5,3401,2600,4523,1588,82.35,73,126,37,98,27,77.78
model_1.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.6,68.17,63.5,3401,2600,4523,1588,85.62,61,131,52,83,22,74.31
model_1.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.7,0.5,70.7,60.65,3527,2803,4320,1462,80.39,76,123,32,103,30,78.47
model_1.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.7,0.55,70.7,60.65,3527,2803,4320,1462,84.31,64,129,49,86,24,74.65
model_1.pkl,0.7,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_1.pkl,0.7,0.6,70.7,60.65,3527,2803,4320,1462,88.89,48,136,70,65,17,69.79
model_2.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.5,0.5,66.67,66.22,3326,2406,4717,1663,74.51,85,114,20,115,39,79.51
model_2.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.5,0.55,66.67,66.22,3326,2406,4717,1663,78.43,77,120,31,104,33,77.78
model_2.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.5,0.6,66.67,66.22,3326,2406,4717,1663,80.39,70,123,41,94,30,75.35
model_2.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.6,0.5,68.27,64.26,3406,2546,4577,1583,75.82,82,116,24,111,37,78.82
model_2.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.6,0.55,68.27,64.26,3406,2546,4577,1583,79.08,75,121,34,101,32,77.08
model_2.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.6,0.6,68.27,64.26,3406,2546,4577,1583,81.7,65,125,47,88,28,73.96
model_2.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.7,0.5,70.56,62.18,3520,2694,4429,1469,76.47,79,117,28,107,36,77.78
model_2.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.7,0.55,70.56,62.18,3520,2694,4429,1469,81.7,72,125,38,97,28,77.08
model_2.pkl,0.7,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_2.pkl,0.7,0.6,70.56,62.18,3520,2694,4429,1469,84.97,58,130,57,78,23,72.22
model_3.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.5,0.5,66.99,66.25,3342,2404,4719,1647,74.51,83,114,23,112,39,78.47
model_3.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.5,0.55,66.99,66.25,3342,2404,4719,1647,78.43,76,120,32,103,33,77.43
model_3.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.5,0.6,66.99,66.25,3342,2404,4719,1647,81.7,70,125,41,94,28,76.04
model_3.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.6,0.5,68.75,64.4,3430,2536,4587,1559,76.47,81,117,25,110,36,78.82
model_3.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.6,0.55,68.75,64.4,3430,2536,4587,1559,80.39,73,123,37,98,30,76.74
model_3.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.6,0.6,68.75,64.4,3430,2536,4587,1559,83.66,63,128,50,85,25,73.96
model_3.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.7,0.5,70.39,62.15,3512,2696,4427,1477,78.43,79,120,29,106,33,78.47
model_3.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.7,0.55,70.39,62.15,3512,2696,4427,1477,82.35,68,126,43,92,27,75.69
model_3.pkl,0.7,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_3.pkl,0.7,0.6,70.39,62.15,3512,2696,4427,1477,86.27,59,132,56,79,21,73.26
model_4.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.5,0.5,66.47,66.25,3316,2404,4719,1673,73.86,83,113,23,112,40,78.12
model_4.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.5,0.55,66.47,66.25,3316,2404,4719,1673,78.43,79,120,29,106,33,78.47
model_4.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.5,0.6,66.47,66.25,3316,2404,4719,1673,80.39,67,123,44,91,30,74.31
model_4.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.6,0.5,68.27,64.61,3406,2521,4602,1583,76.47,81,117,26,109,36,78.47
model_4.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.6,0.55,68.27,64.61,3406,2521,4602,1583,80.39,73,123,36,99,30,77.08
model_4.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.6,0.6,68.27,64.61,3406,2521,4602,1583,81.7,66,125,46,89,28,74.31
model_4.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.7,0.5,69.71,62.61,3478,2663,4460,1511,77.78,79,119,28,107,34,78.47
model_4.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.7,0.55,69.71,62.61,3478,2663,4460,1511,80.39,72,123,38,97,30,76.39
model_4.pkl,0.7,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_4.pkl,0.7,0.6,69.71,62.61,3478,2663,4460,1511,83.66,59,128,56,79,25,71.88
model_5.pkl,0.5,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.5,0.5,66.95,66.08,3340,2416,4707,1649,75.16,84,115,21,114,38,79.51
model_5.pkl,0.5,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.5,0.55,66.95,66.08,3340,2416,4707,1649,77.12,78,118,30,105,35,77.43
model_5.pkl,0.5,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.5,0.6,66.95,66.08,3340,2416,4707,1649,82.35,70,126,40,95,27,76.74
model_5.pkl,0.6,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.6,0.5,68.55,64.59,3420,2522,4601,1569,75.82,81,116,26,109,37,78.12
model_5.pkl,0.6,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.6,0.55,68.55,64.59,3420,2522,4601,1569,80.39,75,123,34,101,30,77.78
model_5.pkl,0.6,0.6,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.6,0.6,68.55,64.59,3420,2522,4601,1569,84.31,65,129,47,88,24,75.35
model_5.pkl,0.7,0.5,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.7,0.5,69.91,62.78,3488,2651,4472,1501,76.47,79,117,28,107,36,77.78
model_5.pkl,0.7,0.55,100.0,100.0,9511,0,9957,0,100.0,100,359,0,142,0,100.0
model_5.pkl,0.7,0.55,69.91,62.78,3488,2651,4472,1501,80.39,72,123,38,97,30,76.39
