model_0.pkl,0.5,0.5,94.61,98.23,8998,176,9781,513,100.0,100,359,0,142,0,100.0
model_0.pkl,0.5,0.5,66.65,72.85,3325,1934,5189,1664,71.24,87,109,17,118,44,78.82
model_0.pkl,0.5,0.55,94.74,98.21,9011,178,9779,500,100.0,99,359,1,141,0,99.8
model_0.pkl,0.5,0.55,66.65,72.85,3325,1934,5189,1664,76.47,81,117,25,110,36,78.82
model_0.pkl,0.5,0.6,94.87,98.35,9023,164,9793,488,100.0,99,359,1,141,0,99.8
model_0.pkl,0.5,0.6,66.65,72.85,3325,1934,5189,1664,81.05,75,124,34,101,29,78.12
model_0.pkl,0.6,0.5,96.82,96.92,9209,307,9650,302,100.0,99,359,1,141,0,99.8
model_0.pkl,0.6,0.5,70.37,68.86,3511,2218,4905,1478,77.12,81,118,25,110,35,79.17
model_0.pkl,0.6,0.55,96.95,97.11,9221,288,9669,290,100.0,99,359,1,141,0,99.8
model_0.pkl,0.6,0.55,70.37,68.86,3511,2218,4905,1478,84.97,75,130,34,101,23,80.21
model_0.pkl,0.6,0.6,96.74,97.14,9201,285,9672,310,100.0,99,359,1,141,0,99.8
model_0.pkl,0.6,0.6,70.37,68.86,3511,2218,4905,1478,89.54,70,137,40,95,16,80.56
model_0.pkl,0.7,0.5,98.12,95.18,9332,480,9477,179,100.0,99,359,1,141,0,99.8
model_0.pkl,0.7,0.5,74.14,64.47,3699,2531,4592,1290,83.66,79,128,29,106,25,81.25
model_0.pkl,0.7,0.55,98.2,95.2,9340,478,9479,171,100.0,99,359,2,140,0,99.6
model_0.pkl,0.7,0.55,74.14,64.47,3699,2531,4592,1290,90.2,70,138,40,95,15,80.9
model_0.pkl,0.7,0.6,98.07,95.04,9327,494,9463,184,100.0,98,359,3,139,0,99.4
model_0.pkl,0.7,0.6,74.14,64.47,3699,2531,4592,1290,91.5,64,140,49,86,13,78.47
model_1.pkl,0.5,0.5,99.62,99.37,9475,63,9894,36,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.5,68.79,68.88,3432,2217,4906,1557,75.16,83,115,23,112,38,78.82
model_1.pkl,0.5,0.55,99.61,99.41,9474,59,9898,37,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.55,68.79,68.88,3432,2217,4906,1557,84.97,77,130,31,104,23,81.25
model_1.pkl,0.5,0.6,99.61,99.37,9474,63,9894,37,100.0,100,359,0,142,0,100.0
model_1.pkl,0.5,0.6,68.79,68.88,3432,2217,4906,1557,88.24,73,135,37,98,18,80.9
model_1.pkl,0.6,0.5,99.84,99.03,9496,97,9860,15,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.5,71.1,66.31,3547,2400,4723,1442,81.7,79,125,29,106,28,80.21
model_1.pkl,0.6,0.55,99.8,98.91,9492,109,9848,19,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.55,71.1,66.31,3547,2400,4723,1442,86.93,75,133,34,101,20,81.25
model_1.pkl,0.6,0.6,99.75,99.02,9487,98,9859,24,100.0,100,359,0,142,0,100.0
model_1.pkl,0.6,0.6,71.1,66.31,3547,2400,4723,1442,89.54,68,137,43,92,16,79.51
model_1.pkl,0.7,0.5,99.86,98.27,9498,172,9785,13,100.0,100,359,0,142,0,100.0
model_1.pkl,0.7,0.5,73.52,63.46,3668,2603,4520,1321,86.27,76,132,32,103,21,81.6
