name,true_label,pred_label,prec
512,1,0,0.53
513,1,1,0.73
514,1,0,0.3
515,1,1,0.58
516,1,1,0.72
517,1,1,0.59
518,1,1,0.64
519,1,0,0.54
520,1,0,0.28
521,1,1,0.69
522,1,1,0.74
523,1,0,0.35
524,1,0,0.27
525,1,1,0.66
526,1,1,0.78
527,1,1,0.68
528,1,0,0.4
529,1,1,0.62
530,1,0,0.18
531,1,0,0.53
532,1,0,0.3
533,1,1,0.71
534,1,1,0.9
535,1,1,0.79
536,1,1,0.58
537,1,0,0.49
538,1,1,0.67
539,1,0,0.52
540,1,1,0.65
541,1,1,0.69
542,1,1,0.7
543,1,1,0.98
544,1,1,0.88
545,1,1,0.66
546,1,1,0.8
547,1,0,0.52
548,1,0,0.15
549,1,0,0.33
550,1,1,0.62
551,1,1,0.82
552,1,1,0.65
553,1,1,0.76
554,1,1,0.73
555,1,0,0.5
556,1,1,0.61
557,1,1,0.93
558,1,0,0.55
559,1,1,0.81
560,1,1,0.64
561,1,0,0.38
562,1,0,0.3
563,1,1,0.71
564,1,0,0.46
565,1,1,0.73
566,1,1,0.6
567,1,1,0.81
568,1,0,0.29
569,1,1,0.55
570,1,1,0.61
571,1,1,0.7
572,1,1,0.63
573,1,1,0.56
574,1,1,0.78
575,1,0,0.54
576,1,0,0.23
577,1,1,0.61
578,1,0,0.54
579,1,1,0.64
580,1,1,0.71
581,1,1,0.76
582,1,1,0.76
583,1,1,0.82
584,1,1,0.64
585,1,1,0.67
586,1,1,0.75
587,1,1,0.66
588,1,1,0.61
589,1,0,0.55
590,1,1,0.58
591,1,1,0.61
592,1,0,0.39
593,1,1,0.71
594,1,1,0.57
595,1,1,0.81
596,1,0,0.42
597,1,1,0.71
598,1,0,0.42
599,1,0,0.41
600,1,0,0.43
601,1,1,0.79
602,1,0,0.45
603,1,0,0.38
604,1,1,0.57
605,1,1,0.71
606,1,1,0.72
607,1,1,0.85
608,1,1,0.59
609,1,0,0.55
610,1,1,0.69
611,1,1,0.77
612,1,1,0.69
613,1,0,0.55
614,1,1,0.63
615,1,1,0.63
616,1,1,0.6
617,1,1,0.64
618,1,1,0.89
619,1,0,0.22
620,1,1,0.8
621,1,0,0.44
622,1,1,0.74
623,1,0,0.31
624,1,0,0.28
625,1,1,0.85
626,1,1,0.55
627,1,1,0.78
628,1,1,0.6
629,1,1,0.61
630,1,1,0.95
631,1,0,0.53
632,1,1,0.57
633,1,0,0.35
634,1,1,0.74
635,1,0,0.48
636,1,0,0.24
637,0,1,0.91
638,0,0,0.36
639,0,0,0.12
640,0,0,0.04
641,0,1,0.6
642,0,0,0.06
643,0,0,0.48
644,0,0,0.48
645,0,1,0.73
646,0,0,0.27
647,0,0,0.32
648,0,0,0.48
649,0,0,0.21
650,0,1,0.57
651,0,0,0.13
652,0,0,0.37
653,0,1,0.83
654,0,0,0.32
655,0,0,0.34
656,0,1,0.63
657,0,0,0.52
658,0,0,0.4
659,0,0,0.19
660,0,0,0.19
661,0,0,0.05
662,0,0,0.03
663,0,0,0.04
664,0,0,0.35
665,0,0,0.33
666,0,0,0.0
667,0,0,0.09
668,0,0,0.31
669,0,0,0.07
670,0,0,0.06
671,0,0,0.35
672,0,0,0.19
673,0,0,0.07
674,0,0,0.05
675,0,0,0.0
676,0,0,0.22
677,0,0,0.06
678,0,0,0.46
679,0,0,0.18
680,0,0,0.03
681,0,0,0.0
682,0,0,0.29
683,0,0,0.17
684,0,0,0.41
685,0,0,0.22
686,0,0,0.04
687,0,0,0.13
688,0,0,0.19
689,0,0,0.0
690,0,1,0.61
691,0,0,0.35
692,0,0,0.2
693,0,0,0.05
694,0,0,0.3
695,0,1,0.61
696,0,0,0.0
697,0,0,0.03
698,0,0,0.07
699,0,0,0.13
700,0,0,0.33
701,0,0,0.12
702,0,0,0.07
703,0,0,0.39
704,0,0,0.11
705,0,1,0.61
706,0,0,0.0
707,0,0,0.13
708,0,0,0.37
709,0,0,0.08
710,0,0,0.17
711,0,0,0.11
712,0,0,0.1
713,0,0,0.06
714,0,0,0.47
715,0,0,0.13
716,0,1,0.72
717,0,0,0.0
718,0,0,0.05
719,0,0,0.17
720,0,0,0.0
721,0,0,0.08
722,0,0,0.16
723,0,0,0.09
724,0,0,0.04
725,0,0,0.05
726,0,1,0.68
727,0,0,0.12
728,0,1,0.73
729,0,1,0.7
730,0,0,0.05
731,0,0,0.31
732,0,0,0.04
733,0,0,0.17
734,0,0,0.16
735,0,0,0.0
736,0,0,0.12
737,0,0,0.2
