name,true_label,pred_label,prec
512,1,0,0.53
513,1,1,0.88
514,1,0,0.41
515,1,1,0.84
516,1,1,0.79
517,1,0,0.54
518,1,1,0.82
519,1,1,0.59
520,1,0,0.44
521,1,1,0.83
522,1,1,0.85
523,1,0,0.31
524,1,0,0.41
525,1,1,0.85
526,1,1,0.78
527,1,1,0.72
528,1,0,0.43
529,1,1,0.77
530,1,0,0.2
531,1,0,0.53
532,1,1,0.63
533,1,1,0.92
534,1,1,0.93
535,1,1,0.88
536,1,1,0.59
537,1,1,0.68
538,1,1,0.86
539,1,0,0.39
540,1,1,0.77
541,1,1,0.74
542,1,1,0.63
543,1,1,1.0
544,1,1,0.94
545,1,1,0.72
546,1,1,0.97
547,1,1,0.67
548,1,0,0.24
549,1,1,0.81
550,1,0,0.52
551,1,1,0.91
552,1,1,0.81
553,1,1,0.76
554,1,1,0.84
555,1,1,0.68
556,1,1,0.74
557,1,1,0.98
558,1,1,0.6
559,1,1,0.81
560,1,1,0.75
561,1,0,0.38
562,1,0,0.54
563,1,1,0.75
564,1,1,0.62
565,1,1,0.78
566,1,1,0.67
567,1,1,0.89
568,1,0,0.38
569,1,1,0.57
570,1,1,0.79
571,1,1,0.91
572,1,1,0.76
573,1,1,0.77
574,1,1,0.89
575,1,0,0.49
576,1,0,0.33
577,1,1,0.77
578,1,0,0.49
579,1,1,0.96
580,1,1,0.94
581,1,1,1.0
582,1,1,0.8
583,1,1,0.97
584,1,1,0.85
585,1,1,0.73
586,1,1,0.86
587,1,1,0.72
588,1,1,0.65
589,1,1,0.7
590,1,0,0.53
591,1,1,0.83
592,1,1,0.57
593,1,1,0.78
594,1,1,0.65
595,1,1,1.0
596,1,1,0.63
597,1,1,0.83
598,1,0,0.48
599,1,0,0.34
600,1,1,0.55
601,1,1,0.93
602,1,0,0.55
603,1,0,0.5
604,1,1,0.77
605,1,1,0.84
606,1,1,0.88
607,1,1,0.94
608,1,1,0.77
609,1,0,0.55
610,1,1,0.75
611,1,1,0.9
612,1,1,0.84
613,1,1,0.66
614,1,1,0.65
615,1,1,0.65
616,1,1,0.74
617,1,1,0.86
618,1,1,0.89
619,1,0,0.39
620,1,1,0.96
621,1,1,0.8
622,1,1,0.79
623,1,0,0.44
624,1,0,0.45
625,1,1,0.91
626,1,1,0.57
627,1,1,0.91
628,1,1,0.76
629,1,1,0.55
630,1,1,0.95
631,1,0,0.51
632,1,1,0.75
633,1,0,0.43
634,1,1,0.9
635,1,1,0.63
636,1,0,0.52
637,0,1,0.91
638,0,0,0.27
639,0,0,0.2
640,0,0,0.0
641,0,1,0.6
642,0,0,0.11
643,0,1,0.57
644,0,0,0.3
645,0,1,0.9
646,0,0,0.23
647,0,0,0.45
648,0,0,0.48
649,0,0,0.16
650,0,0,0.33
651,0,0,0.07
652,0,1,0.6
653,0,1,0.75
654,0,0,0.44
655,0,0,0.47
656,0,0,0.53
657,0,0,0.48
658,0,1,0.7
659,0,0,0.45
660,0,0,0.26
661,0,0,0.12
662,0,0,0.03
663,0,0,0.14
664,0,0,0.52
665,0,1,0.83
666,0,0,0.13
667,0,0,0.05
668,0,0,0.31
669,0,0,0.2
670,0,0,0.06
671,0,0,0.5
672,0,0,0.14
673,0,0,0.11
674,0,0,0.05
675,0,0,0.0
676,0,0,0.19
677,0,0,0.06
678,0,1,0.73
679,0,0,0.32
680,0,0,0.03
681,0,0,0.05
682,0,0,0.53
683,0,0,0.17
684,0,1,0.63
685,0,1,0.61
686,0,0,0.04
687,0,0,0.13
688,0,0,0.38
689,0,0,0.09
690,0,1,0.83
691,0,0,0.35
692,0,0,0.37
693,0,0,0.1
694,0,0,0.2
695,0,0,0.55
696,0,0,0.0
697,0,0,0.1
698,0,0,0.2
699,0,0,0.22
700,0,0,0.5
701,0,0,0.44
702,0,0,0.07
703,0,0,0.46
704,0,0,0.16
705,0,1,0.79
706,0,0,0.24
707,0,0,0.4
708,0,0,0.53
709,0,0,0.16
710,0,0,0.17
711,0,0,0.14
712,0,0,0.19
713,0,0,0.06
714,0,1,0.93
715,0,0,0.22
716,0,1,0.85
717,0,0,0.12
718,0,0,0.14
719,0,0,0.31
720,0,0,0.0
721,0,0,0.08
722,0,0,0.49
723,0,0,0.14
724,0,0,0.13
725,0,0,0.05
726,0,1,0.89
727,0,0,0.04
728,0,1,0.86
729,0,1,0.78
730,0,0,0.24
731,0,0,0.38
732,0,0,0.12
733,0,0,0.22
734,0,1,0.7
735,0,0,0.0
736,0,0,0.26
737,0,0,0.4
738,0,0,0.3
739,0,0,0.31
740,0,1,0.7
741,0,0,0.31
742,0,0,0.46
743,0,0,0.18
744,0,0,0.07
745,0,1,0.58
746,0,0,0.3
747,0,0,0.0
748,0,0,0.12
749,0,1,0.57
750,0,0,0.34
751,0,0,0.0
752,0,1,0.59
753,0,0,0.0
754,0,0,0.0
755,0,0,0.03
756,0,0,0.08
757,0,0,0.32
758,0,1,0.66
759,0,0,0.13
760,0,1,0.57
761,0,0,0.0
762,0,0,0.35
763,0,0,0.03
764,0,0,0.2
765,0,0,0.13
766,0,1,0.88
767,0,0,0.48
768,0,0,0.04
769,0,1,0.58
770,0,0,0.37
771,0,1,0.77
772,0,0,0.5
773,0,0,0.0
774,0,0,0.0
775,0,0,0.43
776,0,0,0.25
777,0,1,0.78
778,0,0,0.2
779,0,0,0.24
780,0,0,0.22
781,0,0,0.48
782,0,0,0.08
783,0,0,0.05
784,0,0,0.21
785,0,1,0.64
786,0,1,0.57
787,0,1,0.56
788,0,1,0.77
789,0,1,0.66
502,1,1,0.95
503,1,0,0.43
504,1,1,0.91
505,1,1,0.71
506,1,1,0.86
507,1,1,0.95
508,1,0,0.16
509,1,1,0.57
510,1,1,0.66
511,1,1,0.86
