name,true_label,pred_label,prec
512,1,1,0.61
513,1,1,0.82
514,1,0,0.37
515,1,1,0.61
516,1,1,0.76
517,1,1,0.66
518,1,1,0.71
519,1,1,0.62
520,1,0,0.39
521,1,1,0.72
522,1,1,0.82
523,1,0,0.4
524,1,0,0.36
525,1,1,0.73
526,1,1,0.81
527,1,1,0.72
528,1,0,0.53
529,1,1,0.74
530,1,0,0.2
531,1,1,0.62
532,1,0,0.33
533,1,1,0.82
534,1,1,0.91
535,1,1,0.86
536,1,1,0.64
537,1,0,0.49
538,1,1,0.72
539,1,0,0.6
540,1,1,0.7
541,1,1,0.76
542,1,1,0.77
543,1,1,1.0
544,1,1,0.91
545,1,1,0.71
546,1,1,0.79
547,1,0,0.56
548,1,0,0.26
549,1,0,0.38
550,1,1,0.75
551,1,1,0.82
552,1,1,0.67
553,1,1,0.76
554,1,1,0.73
555,1,0,0.6
556,1,1,0.65
557,1,1,0.93
558,1,1,0.62
559,1,1,0.86
560,1,1,0.77
561,1,0,0.33
562,1,0,0.44
563,1,1,0.76
564,1,0,0.58
565,1,1,0.76
566,1,1,0.6
567,1,1,0.86
568,1,0,0.43
569,1,1,0.61
570,1,1,0.63
571,1,1,0.68
572,1,1,0.63
573,1,1,0.68
574,1,1,0.84
575,1,1,0.69
576,1,0,0.31
577,1,1,0.8
578,1,0,0.56
579,1,1,0.72
580,1,1,0.73
581,1,1,0.74
582,1,1,0.82
583,1,1,0.84
584,1,1,0.64
585,1,1,0.75
586,1,1,0.79
587,1,1,0.75
588,1,1,0.67
589,1,1,0.64
590,1,1,0.72
591,1,1,0.7
592,1,0,0.35
593,1,1,0.78
594,1,1,0.61
595,1,1,0.85
596,1,0,0.47
597,1,1,0.76
598,1,0,0.48
599,1,0,0.41
600,1,0,0.45
601,1,1,0.79
602,1,0,0.51
603,1,0,0.42
604,1,0,0.58
605,1,1,0.82
606,1,1,0.77
607,1,1,0.89
608,1,1,0.62
609,1,1,0.64
610,1,1,0.88
611,1,1,0.8
612,1,1,0.74
613,1,1,0.62
614,1,1,0.72
615,1,1,0.65
616,1,1,0.72
617,1,1,0.68
618,1,1,0.97
619,1,0,0.33
620,1,1,0.83
621,1,0,0.54
622,1,1,0.76
623,1,0,0.37
624,1,0,0.28
625,1,1,0.91
626,1,0,0.57
627,1,1,0.79
628,1,1,0.62
629,1,1,0.76
630,1,1,0.96
631,1,1,0.63
632,1,1,0.62
633,1,0,0.37
634,1,1,0.79
635,1,0,0.48
636,1,0,0.24
637,0,1,0.91
638,0,0,0.36
639,0,0,0.2
640,0,0,0.0
641,0,1,0.68
642,0,0,0.11
643,0,0,0.57
644,0,0,0.56
645,0,1,0.73
646,0,0,0.35
647,0,0,0.35
648,0,1,0.65
649,0,0,0.47
650,0,1,0.67
651,0,0,0.4
652,0,0,0.49
653,0,1,0.83
654,0,0,0.32
655,0,0,0.37
656,0,1,0.63
657,0,1,0.6
658,0,0,0.44
659,0,0,0.21
