name,true_label,pred_label,prec
512,1,1,0.61
513,1,1,0.61
514,1,0,0.19
515,1,0,0.32
516,1,1,0.67
517,1,1,0.64
518,1,1,0.7
519,1,1,0.67
520,1,0,0.44
521,1,1,0.84
522,1,1,0.68
523,1,0,0.42
524,1,0,0.44
525,1,1,0.63
526,1,1,0.7
527,1,1,0.81
528,1,1,0.77
529,1,1,0.65
530,1,1,0.67
531,1,1,0.76
532,1,0,0.37
533,1,1,0.76
534,1,1,0.94
535,1,1,0.85
536,1,1,0.77
537,1,1,0.51
538,1,1,0.67
539,1,1,0.78
540,1,1,0.57
541,1,1,0.6
542,1,1,0.74
543,1,1,1.0
544,1,1,0.7
545,1,1,0.71
546,1,1,0.68
547,1,1,0.63
548,1,1,0.65
549,1,0,0.43
550,1,0,0.46
551,1,1,0.5
552,1,1,0.65
553,1,1,0.69
554,1,1,0.78
555,1,1,0.63
556,1,1,0.68
557,1,1,0.91
558,1,1,0.55
559,1,1,0.77
560,1,1,0.72
561,1,0,0.43
562,1,0,0.46
563,1,1,0.56
564,1,0,0.46
565,1,1,0.66
566,1,1,0.58
567,1,1,0.67
568,1,0,0.4
569,1,0,0.49
570,1,1,0.55
571,1,1,0.74
572,1,1,0.63
573,1,1,0.59
574,1,1,0.78
575,1,1,0.63
576,1,0,0.36
577,1,1,0.84
578,1,0,0.49
579,1,1,0.7
580,1,1,0.65
581,1,1,0.59
582,1,1,0.8
583,1,1,0.79
584,1,1,0.69
585,1,1,0.69
586,1,1,0.73
587,1,1,0.63
588,1,1,0.75
589,1,1,0.58
590,1,1,0.94
591,1,1,0.61
592,1,0,0.48
593,1,1,0.89
594,1,0,0.35
595,1,1,0.77
596,1,1,0.58
597,1,1,0.68
598,1,0,0.45
599,1,1,0.62
600,1,0,0.43
601,1,1,0.66
602,1,1,0.67
603,1,1,0.79
604,1,1,0.66
605,1,1,0.68
606,1,1,0.64
607,1,1,0.89
608,1,1,0.74
609,1,1,0.7
610,1,1,0.62
611,1,1,0.81
612,1,1,0.56
613,1,1,0.7
614,1,1,0.59
615,1,1,0.72
616,1,1,0.52
617,1,1,0.55
618,1,1,0.84
619,1,1,0.62
620,1,1,0.69
621,1,1,0.68
622,1,1,0.89
623,1,1,0.56
624,1,1,0.55
625,1,1,0.85
626,1,0,0.46
627,1,1,0.74
628,1,1,0.63
629,1,1,0.58
630,1,1,0.86
631,1,1,0.72
632,1,1,0.84
633,1,1,0.52
634,1,1,0.77
635,1,0,0.48
636,1,0,0.17
637,0,1,0.77
638,0,1,0.82
639,0,1,0.8
640,0,0,0.04
641,0,1,0.8
642,0,0,0.06
643,0,1,0.74
644,0,0,0.48
645,0,1,0.73
646,0,0,0.46
647,0,1,0.55
648,0,0,0.48
649,0,0,0.16
650,0,1,0.9
651,0,0,0.47
652,0,1,0.7
653,0,1,0.94
654,0,1,0.72
655,0,0,0.34
656,0,1,0.6
657,0,1,0.64
658,0,1,0.6
659,0,0,0.24
660,0,0,0.0
661,0,0,0.12
662,0,0,0.05
663,0,0,0.11
664,0,1,0.52
665,0,1,0.75
